fold,model,scenario,k,status,train_expected_risk,cutpoints,weeks,counts,repeat,scale
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20719746788843305,"[29.071831297786503, 31.30462428941985, 32.9759465231214]","[11.0, 11.0, 11.0, 11.0]","[35, 97, 53, 82]",0,0.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.20719746788843305,"[29.071831297786503, 31.30462428941985, 32.9759465231214]","[11.0, 11.0, 11.0, 11.0]","[35, 97, 53, 82]",0,0.5
0,q2,step_only,4,bootstrap_conditional,0.17296053917066043,"[28.821843131379502, 29.37857702, 30.201034931504502]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 26, 30, 186]",0,1.0
0,q2,low_delay,4,bootstrap_conditional,0.19879008506586773,"[29.152824510000002, 33.9632508881169, 35.1705589940727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[44, 170, 28, 25]",0,1.0
0,q2,medium_delay,4,bootstrap_conditional,0.21401406448208904,"[29.334636189999998, 30.4768398, 32.825957630000005]","[11.0, 11.0, 11.0, 11.0]","[47, 48, 80, 92]",0,1.0
0,q2,high_delay,4,bootstrap_conditional,0.21401406448208904,"[29.334636189999998, 30.4768398, 32.825957630000005]","[11.0, 11.0, 11.0, 11.0]","[47, 48, 80, 92]",0,1.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1730774463178997,"[28.821843131379502, 29.37857702, 30.435518495]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 26, 40, 176]",0,1.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.19840875912199316,"[29.334636189999998, 34.01253445026795, 35.1705589940727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[47, 169, 26, 25]",0,1.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.21362882613823836,"[28.821843131379502, 29.398260685, 30.456294565]","[11.0, 11.0, 11.0, 11.0]","[25, 28, 39, 175]",0,1.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.21362882613823836,"[28.821843131379502, 29.398260685, 30.456294565]","[11.0, 11.0, 11.0, 11.0]","[25, 28, 39, 175]",0,1.0
0,q2,step_only,4,bootstrap_conditional,0.16892682901844655,"[29.071831297786503, 30.456294565, 31.6993715345789]","[25.0, 25.0, 25.0, 25.0]","[35, 57, 51, 124]",0,1.5
0,q2,low_delay,4,bootstrap_conditional,0.21292986273557593,"[28.821843131379502, 29.37857702, 34.411814519222446]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 26, 174, 42]",0,1.5
0,q2,medium_delay,4,bootstrap_conditional,0.23727846448929887,"[28.95839341789075, 30.6746588676868, 35.1705589940727]","[11.0, 11.0, 11.0, 12.571428571428571]","[29, 81, 132, 25]",0,1.5
0,q2,high_delay,4,bootstrap_conditional,0.23734254332873947,"[28.821843131379502, 29.398260685, 31.269159645000002]","[11.0, 11.0, 11.0, 11.0]","[25, 28, 78, 136]",0,1.5
0,q3_basic,step_only,4,bootstrap_conditional,0.16969044945311187,"[29.152824510000002, 30.521331102512548, 31.996085665000003]","[25.0, 25.0, 25.0, 25.0]","[44, 59, 49, 115]",0,1.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.21267533828629911,"[29.37857702, 33.83156313, 34.965401695]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[51, 159, 29, 28]",0,1.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.23694389869870464,"[28.821843131379502, 29.398260685, 35.1705589940727]","[11.0, 11.0, 11.0, 12.857142857142858]","[25, 28, 189, 25]",0,1.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.23704772882831804,"[28.821843131379502, 29.89542649103325, 30.48501834]","[11.0, 11.0, 11.0, 11.0]","[25, 43, 34, 165]",0,1.5
0,q2,step_only,4,bootstrap_conditional,0.1500475053289894,"[28.938497648086297, 29.401891363195702, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 108, 102]",1,0.0
0,q2,low_delay,4,bootstrap_conditional,0.20991150613298468,"[28.870021235, 30.536487856629748, 32.2768860333865]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[27, 84, 54, 102]",1,0.0
0,q2,medium_delay,4,bootstrap_conditional,0.24499167632616473,"[29.2908193387951, 30.21148293921325, 31.345370364218198]","[11.0, 11.571428571428571, 12.142857142857142, 12.857142857142858]","[52, 40, 45, 130]",1,0.0
0,q2,high_delay,4,bootstrap_conditional,0.2473697032627732,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1498539249131055,"[29.071831297786503, 30.2798105797449, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[36, 57, 72, 102]",1,0.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.21001147636616538,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 25.0]","[149, 33, 25, 60]",1,0.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.24756003863333118,"[29.35954207201715, 30.5924608559611, 31.835775192944702]","[11.428571428571429, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[55, 58, 36, 118]",1,0.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.25070011247584706,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.0
0,q2,step_only,4,bootstrap_conditional,0.15660662357133318,"[28.938497648086297, 30.21148293921325, 32.3282979883502]","[25.0, 25.0, 25.0, 25.0]","[31, 61, 74, 101]",1,0.5
0,q2,low_delay,4,bootstrap_conditional,0.21521013837772235,"[28.813373329999997, 29.20491842677795, 32.89893226593305]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 132, 85]",1,0.5
0,q2,medium_delay,4,bootstrap_conditional,0.24684057472003237,"[31.145124715, 32.3282979883502, 33.451538092365254]","[11.0, 11.714285714285714, 12.285714285714286, 12.857142857142858]","[128, 38, 33, 68]",1,0.5
0,q2,high_delay,4,bootstrap_conditional,0.24785791866132323,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.5
0,q3_basic,step_only,4,bootstrap_conditional,0.15663001010418123,"[28.938497648086297, 29.401891363195702, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 108, 102]",1,0.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.21537105917577895,"[31.835775192944702, 33.10621120439835, 34.968266275000005]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 24.857142857142858]","[149, 38, 38, 42]",1,0.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.24914004809564672,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[11.0, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[149, 33, 25, 60]",1,0.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.25049606943277597,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.5
0,q2,step_only,4,bootstrap_conditional,0.1705996877008415,"[28.938497648086297, 29.401891363195702, 32.3549828705588]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 110, 100]",1,1.0
0,q2,low_delay,4,bootstrap_conditional,0.21240657229895113,"[28.813373329999997, 29.43062944343895, 35.642604625000004]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[25, 34, 182, 26]",1,1.0
0,q2,medium_delay,4,bootstrap_conditional,0.23267472920155877,"[29.44429980024325, 31.24515140444175, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[61, 74, 39, 93]",1,1.0
0,q2,high_delay,4,bootstrap_conditional,0.23267472920155877,"[29.44429980024325, 31.24515140444175, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[61, 74, 39, 93]",1,1.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1712713313359722,"[28.938497648086297, 29.652620804999998, 32.38541814915125]","[25.0, 25.0, 25.0, 25.0]","[31, 37, 100, 99]",1,1.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.21305996621661213,"[28.870021235, 33.10621120439835, 35.55795257478585]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[27, 160, 49, 31]",1,1.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2344008721703768,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,1.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.2344008721703768,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,1.0
0,q2,step_only,4,bootstrap_conditional,0.18750497432551805,"[28.813373329999997, 29.7185051004643, 32.2768860333865]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[25, 44, 96, 102]",1,1.5
0,q2,low_delay,4,bootstrap_conditional,0.20754669887492871,"[28.813373329999997, 29.20491842677795, 30.2798105797449]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[25, 25, 43, 174]",1,1.5
0,q2,medium_delay,4,bootstrap_conditional,0.22077255810595428,"[29.2908193387951, 31.21939287, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[52, 81, 41, 93]",1,1.5
0,q2,high_delay,4,bootstrap_conditional,0.22077255810595428,"[29.2908193387951, 31.21939287, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[52, 81, 41, 93]",1,1.5
0,q3_basic,step_only,4,bootstrap_conditional,0.18796637265677263,"[29.152824510000002, 30.5924608559611, 31.50660346546065]","[12.857142857142858, 25.0, 12.857142857142858, 25.0]","[46, 67, 27, 127]",1,1.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.20851432256803623,"[28.813373329999997, 29.20491842677795, 30.46963577]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[25, 25, 57, 160]",1,1.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.22169165035418045,"[29.531086350000002, 31.7336015545789, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[63, 82, 46, 76]",1,1.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.22169165035418045,"[29.531086350000002, 31.7336015545789, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[63, 82, 46, 76]",1,1.5
0,q2,step_only,4,bootstrap_conditional,0.1472084826951961,"[29.20491842677795, 30.8086540818733, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[41, 68, 77, 81]",2,0.0
0,q2,low_delay,4,bootstrap_conditional,0.18279247900594922,"[29.009509792886902, 30.8086540818733, 35.2208681140727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[30, 79, 122, 36]",2,0.0
0,q2,medium_delay,4,bootstrap_conditional,0.20787453365648306,"[29.749820315464298, 30.435518495, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[54, 25, 155, 33]",2,0.0
0,q2,high_delay,4,bootstrap_conditional,0.20825596397164012,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,0.0
0,q3_basic,step_only,4,bootstrap_conditional,0.14617812727753735,"[29.392081044999998, 30.70173971, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[46, 57, 83, 81]",2,0.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.1829466893055358,"[28.813373329999997, 29.5907377837715, 35.58841657265335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 186, 31]",2,0.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20861807369161947,"[29.749820315464298, 33.80998091497105, 35.58841657265335]","[11.0, 11.0, 11.285714285714286, 12.857142857142858]","[54, 151, 31, 31]",2,0.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.20908938793854565,"[29.78295940379965, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[59, 90, 39, 79]",2,0.0
0,q2,step_only,4,bootstrap_conditional,0.14990272908330482,"[28.813373329999997, 29.5907377837715, 30.8086540818733]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 59, 158]",2,0.5
0,q2,low_delay,4,bootstrap_conditional,0.17422117836056172,"[28.938497648086297, 30.5924608559611, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[28, 69, 144, 26]",2,0.5
0,q2,medium_delay,4,bootstrap_conditional,0.19125993148749568,"[30.081318935, 32.70496857986549, 33.75437025555455]","[11.0, 11.0, 11.0, 11.0]","[64, 107, 32, 64]",2,0.5
0,q2,high_delay,4,bootstrap_conditional,0.19125993148749568,"[30.081318935, 32.70496857986549, 33.75437025555455]","[11.0, 11.0, 11.0, 11.0]","[64, 107, 32, 64]",2,0.5
0,q3_basic,step_only,4,bootstrap_conditional,0.1495682540835696,"[29.749820315464298, 30.48501834, 31.255424249441752]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[54, 39, 28, 146]",2,0.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.17473891095557686,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,0.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.1922749699265156,"[29.749820315464298, 30.435518495, 31.54083685733135]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 47, 141]",2,0.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.1922749699265156,"[29.749820315464298, 30.435518495, 31.54083685733135]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 47, 141]",2,0.5
0,q2,step_only,4,bootstrap_conditional,0.1575338018428773,"[29.7185051004643, 30.97970272281495, 34.09516117264635]","[12.857142857142858, 25.0, 25.0, 25.0]","[53, 60, 103, 51]",2,1.0
0,q2,low_delay,4,bootstrap_conditional,0.1861434292993581,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,1.0
0,q2,medium_delay,4,bootstrap_conditional,0.20464478218351162,"[29.94361332905565, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 39, 79]",2,1.0
0,q2,high_delay,4,bootstrap_conditional,0.20464478218351162,"[29.94361332905565, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 39, 79]",2,1.0
0,q3_basic,step_only,4,bootstrap_conditional,0.15666617155597318,"[29.392081044999998, 30.70173971, 33.80998091497105]","[12.857142857142858, 25.0, 25.0, 25.0]","[46, 57, 102, 62]",2,1.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.1867817016935454,"[28.813373329999997, 29.5907377837715, 35.689195755]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 190, 27]",2,1.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20572002987424515,"[29.94361332905565, 32.04871425, 33.337644175911]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 45, 73]",2,1.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.20572002987424515,"[29.94361332905565, 32.04871425, 33.337644175911]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 45, 73]",2,1.0
0,q2,step_only,4,bootstrap_conditional,0.16021940781401944,"[28.813373329999997, 29.756464415, 31.6993715345789]","[12.857142857142858, 25.0, 25.0, 25.0]","[25, 33, 70, 139]",2,1.5
0,q2,low_delay,4,bootstrap_conditional,0.19493182655230917,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,1.5
0,q2,medium_delay,4,bootstrap_conditional,0.21634239792638063,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,1.5
0,q2,high_delay,4,bootstrap_conditional,0.21634239792638063,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,1.5
0,q3_basic,step_only,4,bootstrap_conditional,0.15949512139494693,"[29.35954207201715, 30.70173971, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[45, 58, 83, 81]",2,1.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.19571378286629215,"[29.0455820628869, 33.80998091497105, 35.58841657265335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[31, 174, 31, 31]",2,1.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.21777758130415503,"[29.749820315464298, 30.48501834, 35.818592644999995]","[11.0, 11.0, 11.0, 11.714285714285714]","[54, 39, 148, 26]",2,1.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.21779233541046336,"[29.756464415, 32.04871425, 33.173932113621404]","[11.0, 11.0, 11.0, 11.0]","[58, 91, 38, 80]",2,1.5
0,q2,step_only,4,bootstrap_conditional,0.14761342500318034,"[28.65945323, 29.92762346, 30.68221255328655]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[27, 36, 39, 165]",3,0.0
0,q2,low_delay,4,bootstrap_conditional,0.1832919614760067,"[28.62684680525625, 29.43062944343895, 34.535671918803445]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 171, 45]",3,0.0
0,q2,medium_delay,4,bootstrap_conditional,0.20882608797207378,"[29.14653724967005, 34.258432214678805, 35.43452652765335]","[11.0, 11.0, 11.714285714285714, 12.857142857142858]","[43, 174, 25, 25]",3,0.0
0,q2,high_delay,4,bootstrap_conditional,0.20922453632653462,"[29.415395388195698, 30.6453224487093, 31.7336015545789]","[11.0, 11.0, 11.0, 11.0]","[50, 51, 30, 136]",3,0.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1472033988049604,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,0.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.18157801088816403,"[28.62684680525625, 29.531086350000002, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 30, 180, 31]",3,0.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20772651175343199,"[29.14653724967005, 30.3549329065045, 35.00033464]","[11.0, 11.0, 11.0, 12.857142857142858]","[43, 42, 151, 31]",3,0.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.20828638398421373,"[29.37857702, 30.483268680000002, 31.95259136745955]","[11.0, 11.0, 11.0, 11.0]","[48, 49, 36, 134]",3,0.0
0,q2,step_only,4,bootstrap_conditional,0.15284959362310294,"[28.62684680525625, 29.43062944343895, 30.3549329065045]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 34, 182]",3,0.5
0,q2,low_delay,4,bootstrap_conditional,0.18262523134811942,"[28.62684680525625, 29.531086350000002, 35.43452652765335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[26, 30, 186, 25]",3,0.5
0,q2,medium_delay,4,bootstrap_conditional,0.20219355858116556,"[29.14653724967005, 30.3549329065045, 31.27458389444175]","[11.0, 11.0, 11.0, 11.0]","[43, 42, 35, 147]",3,0.5
0,q2,high_delay,4,bootstrap_conditional,0.20219355858116556,"[29.14653724967005, 30.3549329065045, 31.27458389444175]","[11.0, 11.0, 11.0, 11.0]","[43, 42, 35, 147]",3,0.5
0,q3_basic,step_only,4,bootstrap_conditional,0.15223918109691348,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,0.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.1806410994199003,"[28.62684680525625, 29.43062944343895, 35.3033617940727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 25, 188, 28]",3,0.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20113940829438068,"[29.398260685, 30.7981037518733, 35.43452652765335]","[11.0, 11.0, 11.0, 12.142857142857142]","[49, 56, 137, 25]",3,0.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.2011635835222666,"[29.398260685, 30.54099133933135, 31.601947130107853]","[11.0, 11.0, 11.0, 11.0]","[49, 49, 30, 139]",3,0.5
0,q2,step_only,4,bootstrap_conditional,0.1538959228199371,"[28.62684680525625, 29.793195365, 30.68221255328655]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[26, 34, 42, 165]",3,1.0
0,q2,low_delay,4,bootstrap_conditional,0.18567777119229328,"[28.62684680525625, 30.102058579967398, 35.43452652765335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[26, 45, 171, 25]",3,1.0
0,q2,medium_delay,4,bootstrap_conditional,0.2062472229571576,"[29.14653724967005, 30.3549329065045, 35.43452652765335]","[11.0, 11.0, 11.0, 11.428571428571429]","[43, 42, 157, 25]",3,1.0
0,q2,high_delay,4,bootstrap_conditional,0.2062518475711395,"[29.14653724967005, 30.4768398, 31.677154004578902]","[11.0, 11.0, 11.0, 11.0]","[43, 53, 33, 138]",3,1.0
0,q3_basic,step_only,4,bootstrap_conditional,0.15330679866178543,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,1.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.18400081370474383,"[29.35954207201715, 30.483268680000002, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[46, 51, 139, 31]",3,1.0
0,q3_basic,medium_delay,4,bootstrap_conditional,0.20575515622777796,"[29.43062944343895, 34.187725467824, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[51, 164, 27, 25]",3,1.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.20585416372625134,"[29.44429980024325, 32.2768860333865, 33.3978292790151]","[11.0, 11.0, 11.0, 11.0]","[54, 90, 47, 76]",3,1.0
0,q2,step_only,4,bootstrap_conditional,0.15720621489805622,"[28.62684680525625, 29.43062944343895, 30.16560389281525]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 29, 187]",3,1.5
0,q2,low_delay,4,bootstrap_conditional,0.18933722537751183,"[28.62684680525625, 29.44429980024325, 34.930506245000004]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 28, 175, 38]",3,1.5
0,q2,medium_delay,4,bootstrap_conditional,0.21036464085792958,"[29.14653724967005, 30.3549329065045, 35.43452652765335]","[11.0, 11.0, 11.0, 11.857142857142858]","[43, 42, 157, 25]",3,1.5
0,q2,high_delay,4,bootstrap_conditional,0.21037859794228797,"[29.415395388195698, 30.68221255328655, 31.83326575245955]","[11.0, 11.0, 11.0, 11.0]","[50, 52, 30, 135]",3,1.5
0,q3_basic,step_only,4,bootstrap_conditional,0.15689969826476674,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,1.5
0,q3_basic,low_delay,4,bootstrap_conditional,0.18790651137105763,"[28.62684680525625, 29.44429980024325, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 28, 182, 31]",3,1.5
0,q3_basic,medium_delay,4,bootstrap_conditional,0.21001829022652505,"[29.415395388195698, 34.09516117264635, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[50, 162, 30, 25]",3,1.5
0,q3_basic,high_delay,4,bootstrap_conditional,0.21013154164581754,"[29.398260685, 32.04871425, 33.43571488]","[11.0, 11.0, 11.0, 11.0]","[49, 91, 52, 75]",3,1.5
0,q2,step_only,4,bootstrap_conditional,0.15806454129447567,"[29.009509792886902, 29.89542649103325, 34.42010653732065]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[30, 38, 158, 41]",4,0.0
0,q2,low_delay,4,bootstrap_conditional,0.170442157957133,"[28.938497648086297, 29.50395123401475, 30.102058579967398]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[27, 26, 26, 188]",4,0.0
0,q2,medium_delay,4,bootstrap_conditional,0.17616274289229886,"[29.35954207201715, 30.456294565, 32.2768860333865]","[11.0, 11.0, 11.0, 11.0]","[45, 62, 68, 92]",4,0.0
